"year" "measurement_type" "value"
"1414" 1294 "europe_temp_index" -1.11
"1415" 1293 "n_tree" -1.51
"1416" 1293 "europe_temp_index" -0.72
"1417" 1292 "n_tree" -1.2
"1418" 1292 "europe_temp_index" -0.51
"1419" 1291 "n_tree" -1.41
"1420" 1291 "europe_temp_index" -0.45
"1421" 1290 "n_tree" -1.63
"1422" 1290 "europe_temp_index" -0.73
"1423" 1289 "n_tree" -1.24
"1424" 1289 "europe_temp_index" -0.35
"1425" 1288 "n_tree" -1.53
"1426" 1288 "europe_temp_index" -0.5
"1427" 1287 "n_tree" -1.29
"1428" 1287 "europe_temp_index" -0.51
"1429" 1286 "n_tree" -1.1
"1430" 1286 "europe_temp_index" -0.22
"1431" 1285 "n_tree" -1.39
"1432" 1285 "europe_temp_index" -0.05
"1433" 1284 "n_tree" -1.11
"1434" 1284 "europe_temp_index" -0.42
"1435" 1283 "n_tree" -0.84
"1436" 1283 "europe_temp_index" -0.56
"1437" 1282 "n_tree" -1.24
"1438" 1282 "europe_temp_index" -0.71
"1439" 1281 "n_tree" -1.24
"1440" 1281 "europe_temp_index" -0.69
"1441" 1280 "n_tree" -0.77
"1442" 1280 "europe_temp_index" -0.45
"1443" 1279 "n_tree" -0.65
"1444" 1279 "europe_temp_index" -0.53
"1445" 1278 "n_tree" -2.42
"1446" 1278 "europe_temp_index" -0.78
"1447" 1277 "n_tree" -1.29
"1448" 1277 "europe_temp_index" -0.82
"1449" 1276 "n_tree" -0.93
"1450" 1276 "europe_temp_index" -0.7
"1451" 1275 "n_tree" -0.41
"1452" 1275 "europe_temp_index" -0.4
"1453" 1274 "n_tree" -0.86
"1454" 1274 "europe_temp_index" -0.38
"1455" 1273 "n_tree" -0.79
"1456" 1273 "europe_temp_index" -0.1
"1457" 1272 "n_tree" -0.27
"1458" 1272 "europe_temp_index" 0.02
"1459" 1271 "n_tree" -0.52
"1460" 1271 "europe_temp_index" -0.03
"1461" 1270 "n_tree" -0.65
"1462" 1270 "europe_temp_index" -0.16
"1463" 1269 "n_tree" -0.01
"1464" 1269 "europe_temp_index" 0.1
"1465" 1268 "n_tree" -0.88
"1466" 1268 "europe_temp_index" -0.48
"1467" 1267 "n_tree" -1.26
"1468" 1267 "europe_temp_index" -0.72
"1469" 1266 "n_tree" -0.82
"1470" 1266 "europe_temp_index" -0.48
"1471" 1265 "n_tree" -1.27
"1472" 1265 "europe_temp_index" -0.45
"1473" 1264 "n_tree" -1.45
"1474" 1264 "europe_temp_index" -0.8
"1475" 1263 "n_tree" -1.35
"1476" 1263 "europe_temp_index" -0.51
"1477" 1262 "n_tree" -0.99
"1478" 1262 "europe_temp_index" -0.53
"1479" 1261 "n_tree" -0.89
"1480" 1261 "europe_temp_index" -0.59
"1481" 1260 "n_tree" -0.96
"1482" 1260 "europe_temp_index" -0.71
"1483" 1259 "n_tree" -1.28
"1484" 1259 "europe_temp_index" -0.89
"1485" 1258 "n_tree" -1.57
"1486" 1258 "europe_temp_index" -1.02
"1487" 1257 "n_tree" 0.19
"1488" 1257 "europe_temp_index" -0.07
"1489" 1256 "n_tree" -1.14
"1490" 1256 "europe_temp_index" -0.5
"1491" 1255 "n_tree" -0.76
"1492" 1255 "europe_temp_index" -0.29
"1493" 1254 "n_tree" -1.58
"1494" 1254 "europe_temp_index" -0.64
"1495" 1253 "n_tree" -0.54
"1496" 1253 "europe_temp_index" -0.04
"1497" 1252 "n_tree" -1.35
"1498" 1252 "europe_temp_index" -0.81
"1499" 1251 "n_tree" -0.99
"1500" 1251 "europe_temp_index" -0.64
"1501" 1250 "n_tree" -0.57
"1502" 1250 "europe_temp_index" -0.23
"1503" 1249 "n_tree" -0.25
"1504" 1249 "europe_temp_index" -0.43
"1505" 1248 "n_tree" -0.84
"1506" 1248 "europe_temp_index" -0.67
"1507" 1247 "n_tree" -0.98
"1508" 1247 "europe_temp_index" -0.28
"1509" 1246 "n_tree" -1.22
"1510" 1246 "europe_temp_index" -0.36
"1511" 1245 "n_tree" -0.53
"1512" 1245 "europe_temp_index" -0.25
"1513" 1244 "n_tree" -1.51
"1514" 1244 "europe_temp_index" -0.46
"1515" 1243 "n_tree" -0.59
"1516" 1243 "europe_temp_index" -0.21
"1517" 1242 "n_tree" -0.61
"1518" 1242 "europe_temp_index" -0.37
"1519" 1241 "n_tree" -0.45
"1520" 1241 "europe_temp_index" -0.14
"1521" 1240 "n_tree" -0.39
"1522" 1240 "europe_temp_index" -0.22
"1523" 1239 "n_tree" -0.33
"1524" 1239 "europe_temp_index" -0.2
"1525" 1238 "n_tree" -0.94
"1526" 1238 "europe_temp_index" -0.57
"1527" 1237 "n_tree" -0.34
"1528" 1237 "europe_temp_index" -0.34
"1529" 1236 "n_tree" -1.17
"1530" 1236 "europe_temp_index" -0.51
"1531" 1235 "n_tree" -0.83
"1532" 1235 "europe_temp_index" -0.27
"1533" 1234 "n_tree" -1.28
"1534" 1234 "europe_temp_index" -0.23
"1535" 1233 "n_tree" -1.16
"1536" 1233 "europe_temp_index" -0.41
"1537" 1232 "n_tree" -1.45
"1538" 1232 "europe_temp_index" -0.76
"1539" 1231 "n_tree" -0.84
"1540" 1231 "europe_temp_index" -0.47
"1541" 1230 "n_tree" -1.78
"1542" 1230 "europe_temp_index" -0.59
"1543" 1229 "n_tree" -0.05
"1544" 1229 "europe_temp_index" -0.3
"1545" 1228 "n_tree" -1.2
"1546" 1228 "europe_temp_index" -0.51
"1547" 1227 "n_tree" -0.14
"1548" 1227 "europe_temp_index" 0.5
"1549" 1226 "n_tree" -1.06
"1550" 1226 "europe_temp_index" -0.28
"1551" 1225 "n_tree" -0.37
"1552" 1225 "europe_temp_index" -0.13
"1553" 1224 "n_tree" 0.01
"1554" 1224 "europe_temp_index" 0.1
"1555" 1223 "n_tree" -0.43
"1556" 1223 "europe_temp_index" -0.11
"1557" 1222 "n_tree" -0.16
"1558" 1222 "europe_temp_index" 0.08
"1559" 1221 "n_tree" -0.24
"1560" 1221 "europe_temp_index" 0.36
"1561" 1220 "n_tree" -1.04
"1562" 1220 "europe_temp_index" -0.2
"1563" 1219 "n_tree" -0.74
"1564" 1219 "europe_temp_index" -0.13
"1565" 1218 "n_tree" -1.19
"1566" 1218 "europe_temp_index" -0.21
"1567" 1217 "n_tree" -0.59
"1568" 1217 "europe_temp_index" 0.27
"1569" 1216 "n_tree" -0.84
"1570" 1216 "europe_temp_index" 0.03
"1571" 1215 "n_tree" -1.26
"1572" 1215 "europe_temp_index" -0.38
"1573" 1214 "n_tree" -0.59
"1574" 1214 "europe_temp_index" 0.05
"1575" 1213 "n_tree" -0.96
"1576" 1213 "europe_temp_index" 0.03
"1577" 1212 "n_tree" -0.19
"1578" 1212 "europe_temp_index" 0.24
"1579" 1211 "n_tree" -0.35
"1580" 1211 "europe_temp_index" 0.17
"1581" 1210 "n_tree" -1.26
"1582" 1210 "europe_temp_index" -0.08
"1583" 1209 "n_tree" -0.59
"1584" 1209 "europe_temp_index" 0.03
"1585" 1208 "n_tree" -1.48
"1586" 1208 "europe_temp_index" -0.33
"1587" 1207 "n_tree" -1.54
"1588" 1207 "europe_temp_index" -0.46
"1589" 1206 "n_tree" -1.27
"1590" 1206 "europe_temp_index" -0.02
"1591" 1205 "n_tree" -0.4
"1592" 1205 "europe_temp_index" 0.15
"1593" 1204 "n_tree" -0.79
"1594" 1204 "europe_temp_index" 0.23
"1595" 1203 "n_tree" -0.04
"1596" 1203 "europe_temp_index" 0.38
"1597" 1202 "n_tree" -1.12
"1598" 1202 "europe_temp_index" -0.36
"1599" 1201 "n_tree" -1.34
"1600" 1201 "europe_temp_index" -0.07
"1601" 1200 "n_tree" -0.67
"1602" 1200 "europe_temp_index" -0.07
"1603" 1199 "n_tree" -0.24
"1604" 1199 "europe_temp_index" 0.32
"1605" 1198 "n_tree" -0.79
"1606" 1198 "europe_temp_index" 0.13
"1607" 1197 "n_tree" -1.59
"1608" 1197 "europe_temp_index" -0.73
"1609" 1196 "n_tree" -0.83
"1610" 1196 "europe_temp_index" -0.05
"1611" 1195 "n_tree" -0.15
"1612" 1195 "europe_temp_index" 0.28
"1613" 1194 "n_tree" -1.76
"1614" 1194 "europe_temp_index" -0.54
"1615" 1193 "n_tree" 0.16
"1616" 1193 "europe_temp_index" 0.12
"1617" 1192 "n_tree" -1.51
"1618" 1192 "europe_temp_index" -0.59
"1619" 1191 "n_tree" -0.99
"1620" 1191 "europe_temp_index" -0.1
"1621" 1190 "n_tree" 0.03
"1622" 1190 "europe_temp_index" -0.09
"1623" 1189 "n_tree" -0.75
"1624" 1189 "europe_temp_index" -0.3
"1625" 1188 "n_tree" 0.51
"1626" 1188 "europe_temp_index" 0.14
"1627" 1187 "n_tree" -0.25
"1628" 1187 "europe_temp_index" 0.02
"1629" 1186 "n_tree" -0.23
"1630" 1186 "europe_temp_index" -0.09
"1631" 1185 "n_tree" 0.31
"1632" 1185 "europe_temp_index" 0.15
"1633" 1184 "n_tree" 0.1
"1634" 1184 "europe_temp_index" 0.07
"1635" 1183 "n_tree" -0.33
"1636" 1183 "europe_temp_index" -0.05
"1637" 1182 "n_tree" -0.75
"1638" 1182 "europe_temp_index" -0.44
"1639" 1181 "n_tree" -0.34
"1640" 1181 "europe_temp_index" -0.53
"1641" 1180 "n_tree" -0.42
"1642" 1180 "europe_temp_index" -0.21
"1643" 1179 "n_tree" -1.01
"1644" 1179 "europe_temp_index" -0.35
"1645" 1178 "n_tree" -0.43
"1646" 1178 "europe_temp_index" -0.21
"1647" 1177 "n_tree" -0.79
"1648" 1177 "europe_temp_index" -0.15
"1649" 1176 "n_tree" -0.46
"1650" 1176 "europe_temp_index" -0.14
"1651" 1175 "n_tree" 0.14
"1652" 1175 "europe_temp_index" 0.24
"1653" 1174 "n_tree" -0.95
"1654" 1174 "europe_temp_index" -0.43
"1655" 1173 "n_tree" -0.3
"1656" 1173 "europe_temp_index" -0.15
"1657" 1172 "n_tree" -0.43
"1658" 1172 "europe_temp_index" 0.02
"1659" 1171 "n_tree" -1.04
"1660" 1171 "europe_temp_index" -0.46
"1661" 1170 "n_tree" -0.08
"1662" 1170 "europe_temp_index" 0.45
"1663" 1169 "n_tree" -0.06
"1664" 1169 "europe_temp_index" -0.2
"1665" 1168 "n_tree" 0.73
"1666" 1168 "europe_temp_index" 0.58
"1667" 1167 "n_tree" 0.37
"1668" 1167 "europe_temp_index" 0.34
"1669" 1166 "n_tree" -0.06
"1670" 1166 "europe_temp_index" 0.27
"1671" 1165 "n_tree" 0.45
"1672" 1165 "europe_temp_index" 0.62
"1673" 1164 "n_tree" 0.35
"1674" 1164 "europe_temp_index" 0.56
"1675" 1163 "n_tree" 0.34
"1676" 1163 "europe_temp_index" 0.24
"1677" 1162 "n_tree" 0.43
"1678" 1162 "europe_temp_index" 0.55
"1679" 1161 "n_tree" 1.13
"1680" 1161 "europe_temp_index" 0.89
"1681" 1160 "n_tree" 0.16
"1682" 1160 "europe_temp_index" 0.45
"1683" 1159 "n_tree" -0.11
"1684" 1159 "europe_temp_index" 0.36
"1685" 1158 "n_tree" -0.48
"1686" 1158 "europe_temp_index" 0.27
"1687" 1157 "n_tree" -0.64
"1688" 1157 "europe_temp_index" 0.03
"1689" 1156 "n_tree" -0.06
"1690" 1156 "europe_temp_index" 0.31
"1691" 1155 "n_tree" 0.15
"1692" 1155 "europe_temp_index" 0.42
"1693" 1154 "n_tree" -0.14
"1694" 1154 "europe_temp_index" 0.01
"1695" 1153 "n_tree" 0
"1696" 1153 "europe_temp_index" 0.21
"1697" 1152 "n_tree" -0.32
"1698" 1152 "europe_temp_index" -0.32
"1699" 1151 "n_tree" -1.3
"1700" 1151 "europe_temp_index" -0.51
"1701" 1150 "n_tree" -0.61
"1702" 1150 "europe_temp_index" 0.12
"1703" 1149 "n_tree" -0.46
"1704" 1149 "europe_temp_index" 0.11
"1705" 1148 "n_tree" -0.8
"1706" 1148 "europe_temp_index" -0.09
"1707" 1147 "n_tree" -0.95
"1708" 1147 "europe_temp_index" -0.46
"1709" 1146 "n_tree" -0.71
"1710" 1146 "europe_temp_index" -0.33
"1711" 1145 "n_tree" -1.17
"1712" 1145 "europe_temp_index" -0.22
"1713" 1144 "n_tree" -0.92
"1714" 1144 "europe_temp_index" -0.67
"1715" 1143 "n_tree" -0.49
"1716" 1143 "europe_temp_index" -0.08
"1717" 1142 "n_tree" -1.34
"1718" 1142 "europe_temp_index" -0.62
"1719" 1141 "n_tree" -0.97
"1720" 1141 "europe_temp_index" -0.4
"1721" 1140 "n_tree" -1.51
"1722" 1140 "europe_temp_index" -0.34
"1723" 1139 "n_tree" -0.95
"1724" 1139 "europe_temp_index" -0.21
"1725" 1138 "n_tree" -0.95
"1726" 1138 "europe_temp_index" -0.44
"1727" 1137 "n_tree" -0.81
"1728" 1137 "europe_temp_index" -0.5
"1729" 1136 "n_tree" -1.54
"1730" 1136 "europe_temp_index" -0.71
"1731" 1135 "n_tree" -0.57
"1732" 1135 "europe_temp_index" -0.1
"1733" 1134 "n_tree" -1.2
"1734" 1134 "europe_temp_index" -0.47
"1735" 1133 "n_tree" -1.54
"1736" 1133 "europe_temp_index" -0.77
"1737" 1132 "n_tree" -0.85
"1738" 1132 "europe_temp_index" -0.35
"1739" 1131 "n_tree" -0.74
"1740" 1131 "europe_temp_index" -0.41
"1741" 1130 "n_tree" -1.87
"1742" 1130 "europe_temp_index" -1.08
"1743" 1129 "n_tree" -1.67
"1744" 1129 "europe_temp_index" -0.93
"1745" 1128 "n_tree" -1.12
"1746" 1128 "europe_temp_index" -0.84
"1747" 1127 "n_tree" -1.72
"1748" 1127 "europe_temp_index" -1.31
"1749" 1126 "n_tree" -0.33
"1750" 1126 "europe_temp_index" -0.28
"1751" 1125 "n_tree" -0.95
"1752" 1125 "europe_temp_index" -0.76
"1753" 1124 "n_tree" -0.88
"1754" 1124 "europe_temp_index" -0.32
"1755" 1123 "n_tree" -0.68
"1756" 1123 "europe_temp_index" -0.08
"1757" 1122 "n_tree" -1.12
"1758" 1122 "europe_temp_index" -0.34
"1759" 1121 "n_tree" -2.06
"1760" 1121 "europe_temp_index" -0.55
"1761" 1120 "n_tree" -1.22
"1762" 1120 "europe_temp_index" -0.23
"1763" 1119 "n_tree" -1.3
"1764" 1119 "europe_temp_index" -0.65
"1765" 1118 "n_tree" -1.22
"1766" 1118 "europe_temp_index" -0.63
"1767" 1117 "n_tree" -1.49
"1768" 1117 "europe_temp_index" -1.15
"1769" 1116 "n_tree" -0.78
"1770" 1116 "europe_temp_index" -0.7
"1771" 1115 "n_tree" -1.47
"1772" 1115 "europe_temp_index" -0.68
"1773" 1114 "n_tree" -1.07
"1774" 1114 "europe_temp_index" -0.45
"1775" 1113 "n_tree" -0.39
"1776" 1113 "europe_temp_index" -0.48
"1777" 1112 "n_tree" -0.97
"1778" 1112 "europe_temp_index" -0.7
"1779" 1111 "n_tree" -1.05
"1780" 1111 "europe_temp_index" -0.96
"1781" 1110 "n_tree" -1.57
"1782" 1110 "europe_temp_index" -0.79
"1783" 1109 "n_tree" -1.89
"1784" 1109 "europe_temp_index" -1.47
"1785" 1108 "n_tree" -0.65
"1786" 1108 "europe_temp_index" -1.1
"1787" 1107 "n_tree" -0.28
"1788" 1107 "europe_temp_index" -1.31
"1789" 1106 "n_tree" 0.82
"1790" 1106 "europe_temp_index" 0.24
"1791" 1105 "n_tree" 0.52
"1792" 1105 "europe_temp_index" 0.08
"1793" 1104 "n_tree" 0.4
"1794" 1104 "europe_temp_index" -0.07
"1795" 1103 "n_tree" 0.11
"1796" 1103 "europe_temp_index" -0.18
"1797" 1102 "n_tree" -0.08
"1798" 1102 "europe_temp_index" -0.08
"1799" 1101 "n_tree" -0.12
"1800" 1101 "europe_temp_index" -0.25
"1801" 1100 "n_tree" -0.29
"1802" 1100 "europe_temp_index" -0.36
"1803" 1099 "n_tree" -0.19
"1804" 1099 "europe_temp_index" -0.34
"1805" 1098 "n_tree" -0.55
"1806" 1098 "europe_temp_index" -0.44
"1807" 1097 "n_tree" 0.25
"1808" 1097 "europe_temp_index" 0.09
"1809" 1096 "n_tree" -0.87
"1810" 1096 "europe_temp_index" -0.67
"1811" 1095 "n_tree" -0.37
"1812" 1095 "europe_temp_index" -0.65
"1813" 1094 "n_tree" 0.21
"1814" 1094 "europe_temp_index" 0.1
"1815" 1093 "n_tree" 0.04
"1816" 1093 "europe_temp_index" 0
"1817" 1092 "n_tree" 0.63
"1818" 1092 "europe_temp_index" 0.61
"1819" 1091 "n_tree" 0.47
"1820" 1091 "europe_temp_index" 0.35
"1821" 1090 "n_tree" 0.44
"1822" 1090 "europe_temp_index" -0.18
"1823" 1089 "n_tree" 0.2
"1824" 1089 "europe_temp_index" 0.01
"1825" 1088 "n_tree" -0.2
"1826" 1088 "europe_temp_index" -0.08
"1827" 1087 "n_tree" 0.16
"1828" 1087 "europe_temp_index" 0.14
"1829" 1086 "n_tree" 0.86
"1830" 1086 "europe_temp_index" 0.31
"1831" 1085 "n_tree" -0.11
"1832" 1085 "europe_temp_index" -0.1
"1833" 1084 "n_tree" 0.56
"1834" 1084 "europe_temp_index" 0.09
"1835" 1083 "n_tree" -0.45
"1836" 1083 "europe_temp_index" -0.68
"1837" 1082 "n_tree" -0.09
"1838" 1082 "europe_temp_index" -0.72
"1839" 1081 "n_tree" 0.38
"1840" 1081 "europe_temp_index" -0.53
"1841" 1080 "n_tree" 0.04
"1842" 1080 "europe_temp_index" -0.38
"1843" 1079 "n_tree" -0.18
"1844" 1079 "europe_temp_index" -0.29
"1845" 1078 "n_tree" -0.74
"1846" 1078 "europe_temp_index" -0.35
"1847" 1077 "n_tree" -1.22
"1848" 1077 "europe_temp_index" -0.81
"1849" 1076 "n_tree" -0.26
"1850" 1076 "europe_temp_index" -0.58
"1851" 1075 "n_tree" -0.4
"1852" 1075 "europe_temp_index" -0.56
"1853" 1074 "n_tree" -0.35
"1854" 1074 "europe_temp_index" -0.66
"1855" 1073 "n_tree" 0.16
"1856" 1073 "europe_temp_index" -0.47
"1857" 1072 "n_tree" -0.3
"1858" 1072 "europe_temp_index" -0.6
"1859" 1071 "n_tree" -0.14
"1860" 1071 "europe_temp_index" -0.2
"1861" 1070 "n_tree" -0.45
"1862" 1070 "europe_temp_index" -0.07
"1863" 1069 "n_tree" -0.89
"1864" 1069 "europe_temp_index" -0.84
"1865" 1068 "n_tree" -0.74
"1866" 1068 "europe_temp_index" -0.75
"1867" 1067 "n_tree" -0.36
"1868" 1067 "europe_temp_index" -0.45
"1869" 1066 "n_tree" -0.09
"1870" 1066 "europe_temp_index" -0.14
"1871" 1065 "n_tree" -0.05
"1872" 1065 "europe_temp_index" 0.06
"1873" 1064 "n_tree" 0.65
"1874" 1064 "europe_temp_index" 0.06
"1875" 1063 "n_tree" 0.22
"1876" 1063 "europe_temp_index" -0.61
"1877" 1062 "n_tree" 0.98
"1878" 1062 "europe_temp_index" 0.03
"1879" 1061 "n_tree" 1.2
"1880" 1061 "europe_temp_index" 0.31
"1881" 1060 "n_tree" 0.79
"1882" 1060 "europe_temp_index" 0.42
"1883" 1059 "n_tree" 0.19
"1884" 1059 "europe_temp_index" -0.18
"1885" 1058 "n_tree" 0.64
"1886" 1058 "europe_temp_index" 0.28
"1887" 1057 "n_tree" 0.7
"1888" 1057 "europe_temp_index" -0.05
"1889" 1056 "n_tree" 0.08
"1890" 1056 "europe_temp_index" -0.51
"1891" 1055 "n_tree" 0.3
"1892" 1055 "europe_temp_index" -0.49
"1893" 1054 "n_tree" 0.09
"1894" 1054 "europe_temp_index" -0.71
"1895" 1053 "n_tree" -0.5
"1896" 1053 "europe_temp_index" -0.74
"1897" 1052 "n_tree" 0.65
"1898" 1052 "europe_temp_index" -0.09
"1899" 1051 "n_tree" 0.74
"1900" 1051 "europe_temp_index" 0.13
"1901" 1050 "n_tree" -0.2
"1902" 1050 "europe_temp_index" -0.03
"1903" 1049 "n_tree" 0.34
"1904" 1049 "europe_temp_index" -0.14
"1905" 1048 "n_tree" 0.64
"1906" 1048 "europe_temp_index" -0.06
"1907" 1047 "n_tree" -0.25
"1908" 1047 "europe_temp_index" -0.76
"1909" 1046 "n_tree" 0.33
"1910" 1046 "europe_temp_index" -0.69
"1911" 1045 "n_tree" -0.09
"1912" 1045 "europe_temp_index" -0.53
"1913" 1044 "n_tree" 0.01
"1914" 1044 "europe_temp_index" -0.05
"1915" 1043 "n_tree" -0.35
"1916" 1043 "europe_temp_index" -0.6
"1917" 1042 "n_tree" -0.36
"1918" 1042 "europe_temp_index" -0.61
"1919" 1041 "n_tree" -0.28
"1920" 1041 "europe_temp_index" -0.6
"1921" 1040 "n_tree" 0.13
"1922" 1040 "europe_temp_index" -0.48
"1923" 1039 "n_tree" 0.07
"1924" 1039 "europe_temp_index" -0.01
"1925" 1038 "n_tree" 0.25
"1926" 1038 "europe_temp_index" -0.16
"1927" 1037 "n_tree" 0.37
"1928" 1037 "europe_temp_index" 0.15
"1929" 1036 "n_tree" 0.06
"1930" 1036 "europe_temp_index" -0.35
"1931" 1035 "n_tree" -0.05
"1932" 1035 "europe_temp_index" -0.3
"1933" 1034 "n_tree" 0.6
"1934" 1034 "europe_temp_index" -0.34
"1935" 1033 "n_tree" 0.63
"1936" 1033 "europe_temp_index" 0.05
"1937" 1032 "n_tree" -0.41
"1938" 1032 "europe_temp_index" -0.9
"1939" 1031 "n_tree" 0.05
"1940" 1031 "europe_temp_index" -0.2
"1941" 1030 "n_tree" 0.28
"1942" 1030 "europe_temp_index" -0.11
"1943" 1029 "n_tree" 0.06
"1944" 1029 "europe_temp_index" -0.83
"1945" 1028 "n_tree" 0.61
"1946" 1028 "europe_temp_index" -0.05
"1947" 1027 "n_tree" 0.22
"1948" 1027 "europe_temp_index" -0.23
"1949" 1026 "n_tree" 0.38
"1950" 1026 "europe_temp_index" -0.06
"1951" 1025 "n_tree" 0.32
"1952" 1025 "europe_temp_index" 0.22
"1953" 1024 "n_tree" 0.3
"1954" 1024 "europe_temp_index" -0.46
"1955" 1023 "n_tree" -0.02
"1956" 1023 "europe_temp_index" -0.54
"1957" 1022 "n_tree" 0.06
"1958" 1022 "europe_temp_index" -0.39
"1959" 1021 "n_tree" -0.18
"1960" 1021 "europe_temp_index" -0.39
"1961" 1020 "n_tree" 0.29
"1962" 1020 "europe_temp_index" -0.21
"1963" 1019 "n_tree" 0.61
"1964" 1019 "europe_temp_index" 0.52
"1965" 1018 "n_tree" -0.19
"1966" 1018 "europe_temp_index" 0.28
"1967" 1017 "n_tree" -0.14
"1968" 1017 "europe_temp_index" -0.62
"1969" 1016 "n_tree" -0.4
"1970" 1016 "europe_temp_index" -0.48
"1971" 1015 "n_tree" -0.21
"1972" 1015 "europe_temp_index" -0.32
"1973" 1014 "n_tree" -0.73
"1974" 1014 "europe_temp_index" -0.69
"1975" 1013 "n_tree" -0.6
"1976" 1013 "europe_temp_index" -0.33
"1977" 1012 "n_tree" -0.64
"1978" 1012 "europe_temp_index" -0.49
"1979" 1011 "n_tree" -0.71
"1980" 1011 "europe_temp_index" -0.2
"1981" 1010 "n_tree" -0.45
"1982" 1010 "europe_temp_index" -0.42
"1983" 1009 "n_tree" -0.44
"1984" 1009 "europe_temp_index" -0.06
"1985" 1008 "n_tree" -0.63
"1986" 1008 "europe_temp_index" -0.21
"1987" 1007 "n_tree" -0.31
"1988" 1007 "europe_temp_index" -0.43
"1989" 1006 "n_tree" -0.31
"1990" 1006 "europe_temp_index" 0.07
"1991" 1005 "n_tree" -0.39
"1992" 1005 "europe_temp_index" 0.1
"1993" 1004 "n_tree" -0.68
"1994" 1004 "europe_temp_index" -0.4
"1995" 1003 "n_tree" -0.09
"1996" 1003 "europe_temp_index" -0.17
"1997" 1002 "n_tree" -0.13
"1998" 1002 "europe_temp_index" 0.24
"1999" 1001 "n_tree" 0.05
"2000" 1001 "europe_temp_index" -0.13
"2001" 1000 "n_tree" 0.45
"2002" 1000 "europe_temp_index" 0.03
"2003" 999 "n_tree" -0.07
"2004" 999 "europe_temp_index" -0.23
"2005" 998 "n_tree" 0
"2006" 998 "europe_temp_index" -0.12
"2007" 997 "n_tree" -0.02
"2008" 997 "europe_temp_index" 0.06
"2009" 996 "n_tree" 0.47
"2010" 996 "europe_temp_index" -0.34
"2011" 995 "n_tree" 0.62
"2012" 995 "europe_temp_index" 0.03
"2013" 994 "n_tree" -0.1
"2014" 994 "europe_temp_index" -0.06
"2015" 993 "n_tree" 0.54
"2016" 993 "europe_temp_index" 0.36
"2017" 992 "n_tree" 0.08
"2018" 992 "europe_temp_index" 0.22
"2019" 991 "n_tree" -0.11
"2020" 991 "europe_temp_index" -0.09
"2021" 990 "n_tree" 0.45
"2022" 990 "europe_temp_index" 0.41
"2023" 989 "n_tree" 0
"2024" 989 "europe_temp_index" -0.36
"2025" 988 "n_tree" 0.31
"2026" 988 "europe_temp_index" 0.16
"2027" 987 "n_tree" 0.67
"2028" 987 "europe_temp_index" 0.42
"2029" 986 "n_tree" 1.34
"2030" 986 "europe_temp_index" 0.83
"2031" 985 "n_tree" 0.13
"2032" 985 "europe_temp_index" 0.06
"2033" 984 "n_tree" 0.5
"2034" 984 "europe_temp_index" 0.23
"2035" 983 "n_tree" 0.49
"2036" 983 "europe_temp_index" 0.53
"2037" 982 "n_tree" 1.37
"2038" 982 "europe_temp_index" 1.08
"2039" 981 "n_tree" -0.04
"2040" 981 "europe_temp_index" 0.27
"2041" 980 "n_tree" 0.3
"2042" 980 "europe_temp_index" 0.17
"2043" 979 "n_tree" -0.51
"2044" 979 "europe_temp_index" -0.25
"2045" 978 "n_tree" 0.48
"2046" 978 "europe_temp_index" 0.4
"2047" 977 "n_tree" -0.06
"2048" 977 "europe_temp_index" 0.25
"2049" 976 "n_tree" -0.79
"2050" 976 "europe_temp_index" -0.55
"2051" 975 "n_tree" 0.04
"2052" 975 "europe_temp_index" -0.07
"2053" 974 "n_tree" -0.62
"2054" 974 "europe_temp_index" -0.13
"2055" 973 "n_tree" -0.07
"2056" 973 "europe_temp_index" -0.24
"2057" 972 "n_tree" 0.57
"2058" 972 "europe_temp_index" 0.54
"2059" 971 "n_tree" 0.05
"2060" 971 "europe_temp_index" 0.22
"2061" 970 "n_tree" 0.09
"2062" 970 "europe_temp_index" 0.35
"2063" 969 "n_tree" -0.05
"2064" 969 "europe_temp_index" 0.17
"2065" 968 "n_tree" 0.1
"2066" 968 "europe_temp_index" 0.12
"2067" 967 "n_tree" -0.06
"2068" 967 "europe_temp_index" 0.07
"2069" 966 "n_tree" -0.12
"2070" 966 "europe_temp_index" 0.05
"2071" 965 "n_tree" 0.1
"2072" 965 "europe_temp_index" 0.16
"2073" 964 "n_tree" 0.53
"2074" 964 "europe_temp_index" 0.53
"2075" 963 "n_tree" 0.25
"2076" 963 "europe_temp_index" 0.14
"2077" 962 "n_tree" -0.48
"2078" 962 "europe_temp_index" 0.01
"2079" 961 "n_tree" -0.99
"2080" 961 "europe_temp_index" -0.85
"2081" 960 "n_tree" 0.35
"2082" 960 "europe_temp_index" 0.26
"2083" 959 "n_tree" 0.12
"2084" 959 "europe_temp_index" 0.2
"2085" 958 "n_tree" -0.92
"2086" 958 "europe_temp_index" -0.29
"2087" 957 "n_tree" 0.12
"2088" 957 "europe_temp_index" 0.31
"2089" 956 "n_tree" -0.02
"2090" 956 "europe_temp_index" 0.06
"2091" 955 "n_tree" -0.4
"2092" 955 "europe_temp_index" 0.02
"2093" 954 "n_tree" -0.09
"2094" 954 "europe_temp_index" -0.14
"2095" 953 "n_tree" 0.39
"2096" 953 "europe_temp_index" 0.03
"2097" 952 "n_tree" -0.47
"2098" 952 "europe_temp_index" -0.24
"2099" 951 "n_tree" 0.52
"2100" 951 "europe_temp_index" 0.64
